id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user,subject
ChdDSUhNMG9nS0VJQ0FnSUN5NmZQUl93RRAB,Had bad experience. Very expensive for 6 pieces of chicken fries and gravy. Brought home after take out. Large gravy medium fries and six pieces of chicken all the same lol. All very small thighs. Never go there again,2 months ago,2021-04-11 19:50:45.487986,3.0,Bruce Mills,2,0,https://www.google.com/maps/contrib/115418568302312681675/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUN5aXVmQXl3RRAB,Terrible service and ABSOLUTELY NO VALUE. They charge you $16 extra for white meat only NO WING upgrade and then send you wings anyways. I complained through skip the dishes and on their corporate website. No response. KFC does not care or take ANY accountability,2 months ago,2021-04-11 19:50:45.490562,1.0,E Zvanitajs,0,0,https://www.google.com/maps/contrib/115938576898763895148/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUN5OUxEcnRBRRAB,"Employees not seen in proper precautions (way of wearing the masks ) to COVID and that could affect negatively to a lot of people. Lots of people working in the kitchen and still the meal takes more than 16 minutes. Not a good experience at all. Just attaching one picture for the proof, many taken.",2 months ago,2021-04-11 19:50:45.493083,1.0,sushil sharma,8,0,https://www.google.com/maps/contrib/107268905681503729817/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSURTM2MzZmxBRRAB,"Not at all good service. People visit here just for the Name because KFC serves good food. Not at all friendly staff, looks like they have their own matters to deal in kitchen, and abusive language in the premises in not acceptable. Could’ve given 0 if possible.",3 months ago,2021-04-11 19:50:45.495552,1.0,SUSHIL SHARMA,3,0,https://www.google.com/maps/contrib/102045090687365208864/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSURTdGNIUThRRRAB,,3 months ago,2021-04-11 19:50:45.498258,5.0,Nicole Ashford,0,0,https://www.google.com/maps/contrib/107193604728194079041/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSURTMHZTMG1BRRAB,"Amazing food, finger licking good for sure",3 months ago,2021-04-11 19:50:45.500765,5.0,ianpitts,6,0,https://www.google.com/maps/contrib/104620621749758595107/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSURTMHNpV0hREAE,"Ordered kfc delivery, 6 5$ fill ups, took 2 hrs from when I placed the order only to receive cold, soggy food. I do not recommend.",3 months ago,2021-04-11 19:50:45.503570,1.0,P Coop,0,0,https://www.google.com/maps/contrib/116169841963851433463/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSUNDODRpMkdnEAE,Very slow drive thru,3 months ago,2021-04-11 19:50:51.787171,4.0,softlyfallen1,0,0,https://www.google.com/maps/contrib/112809581178771198750/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSURTb3Y2OG1RRRAB,,3 months ago,2021-04-11 19:50:51.789789,4.0,Devoux Desouza,0,0,https://www.google.com/maps/contrib/105741490323194818672/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSUNDdXBxWkZ3EAE,,3 months ago,2021-04-11 19:50:51.792617,2.0,Lindsay M,4,0,https://www.google.com/maps/contrib/105740023425798065538/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUNTNjZ2UjNnRRAB,,3 months ago,2021-04-11 19:50:51.795627,4.0,RILP,0,0,https://www.google.com/maps/contrib/112937599555612808299/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUNTNHNHaXRRRRAB,,3 months ago,2021-04-11 19:50:51.798547,5.0,Taz Man,0,0,https://www.google.com/maps/contrib/109103431342826997809/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSUNTc0pEblNnEAE,I give 4 star for the food. Waiting time for take out is more as compared to poyoyess. Staffs do not come front line even if they see customer in the front line. I would prefer drive thru rather than takeout. Thanks,3 months ago,2021-04-11 19:50:51.801178,3.0,anto thomas,5,0,https://www.google.com/maps/contrib/113503027568171330798/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSUNTb0p1c0h3EAE,,4 months ago,2021-04-11 19:50:51.805209,4.0,Krista Bunyan,2,0,https://www.google.com/maps/contrib/101350048151984894695/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSURpdWZYX0pREAE,,4 months ago,2021-04-11 19:50:51.807752,4.0,Anil Sharma,0,0,https://www.google.com/maps/contrib/102312672433544114245/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSURpcWJXeE9BEAE,,4 months ago,2021-04-11 19:50:51.810370,4.0,Minesh Patel,9,0,https://www.google.com/maps/contrib/107364941934157789515/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSURpMnJpdDR3RRAB,KFC has great deals if you download their app. Their menu prices have been cut in half by 50% on their app for a certain length of time. Just put CYBER50 in the coupon section when in the checkout.,4 months ago,2021-04-11 19:50:51.812943,5.0,K.D. MacDonald,0,0,https://www.google.com/maps/contrib/114962357000069455483/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSURpN0pMSnpnRRAB,You get what you expect. Greasy chicken.,4 months ago,2021-04-11 19:50:58.111014,4.0,Karl Niddery,7,0,https://www.google.com/maps/contrib/108754349694920651317/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSURpMUtEaE1REAE,Way too slow at the drive thru,4 months ago,2021-04-11 19:50:58.113437,3.0,Steve O'Brien,0,0,https://www.google.com/maps/contrib/110518010665382277047/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSURRcmM2MG9BRRAB,You'll get your food faster if you drive to another KFC in another city.  2020 and it's still terribly slow.,4 months ago,2021-04-11 19:50:58.115963,1.0,Aubrey Reid,0,0,https://www.google.com/maps/contrib/106084841263070858866/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSURpaE5iMnVRRRAB,,4 months ago,2021-04-11 19:50:58.118809,5.0,Stephen Murray,5,0,https://www.google.com/maps/contrib/101612478905839668018/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSURpNkliOGtRRRAB,,4 months ago,2021-04-11 19:50:58.121628,5.0,Bhavini patel,2,0,https://www.google.com/maps/contrib/109842285563656042736/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSURpMEpYQXFRRRAB,Worst experience i ever had..they are suppose to close at 11PM i was at drive thru at 10:56PM no one answered that wether they are not serving. I drive to the window and the girl was so rude and was so ungrateful and didn’t even accept that …,4 months ago,2021-04-11 19:50:58.124100,1.0,Aditya Mahajan,5,0,https://www.google.com/maps/contrib/104063867490851674552/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSUNpbjkybk9BEAE,Jus Love me sum KFC.   I Gots ta get me sum weekly or else go into Major chrunchy greasy withdrawal.   Lol.   MmmMmmMmmmm. Love me sum KFC 🍗 😋  🍗  😌 😍,4 months ago,2021-04-11 19:50:58.126568,5.0,Jason Bristow,0,0,https://www.google.com/maps/contrib/115080206433060337188/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSUNpMTllSFZ3EAE,Forgot something again ... Argggg,4 months ago,2021-04-11 19:50:58.129009,3.0,Mathias Pageau,44,0,https://www.google.com/maps/contrib/113932596650827561627/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUNpeTg3UnJ3RRAB,Not good greesy over cooked and generally poor products,4 months ago,2021-04-11 19:50:58.131560,1.0,Phil V,0,0,https://www.google.com/maps/contrib/117640732356426701295/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUNpaGIycW9RRRAB,,5 months ago,2021-04-11 19:50:58.134008,3.0,miss V,0,0,https://www.google.com/maps/contrib/113986210784428719217/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSUNpdWYzNWVREAE,The pieces were small,5 months ago,2021-04-11 19:51:04.463301,3.0,Noorhan Yohanna,0,0,https://www.google.com/maps/contrib/112842084965182682432/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSUNpb2Y3WlRnEAE,,5 months ago,2021-04-11 19:51:04.465777,4.0,Jiji Kuriakose Kurian,0,0,https://www.google.com/maps/contrib/111168095152114407481/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSUNpX3YtWlJ3EAE,yeah umm heres the thing kfc chicken had a wird tast and made me sick i wouldnt go there if u want to get sick but a tip is to get a new chicken fryer.  i dont need a refun or anything im ok,5 months ago,2021-04-11 19:51:04.468366,2.0,land8260 land8260,7,0,https://www.google.com/maps/contrib/115350614429477539740/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUNNOTdyeTdnRRAB,"Worst branch ever, very slow, isn't a fast food restaurant at all, drive through always has big lines ,I can see employees through the window not doing anything just laughing and mingling with each other, one lady only was working and doing everything the one at the window. And order is always always wrong or mixed up..",5 months ago,2021-04-11 19:51:04.471036,1.0,Ahmad AlShami,0,0,https://www.google.com/maps/contrib/102461068580369718563/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSUNpOXNpUE1REAE,,5 months ago,2021-04-11 19:51:04.473890,3.0,Jasmine Courchesne,0,0,https://www.google.com/maps/contrib/104382149725304917603/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUNpbHREcTBnRRAB,Long wait not packed nicely and cold food won't be going back there.,5 months ago,2021-04-11 19:51:04.476346,1.0,Liz Adair,1,0,https://www.google.com/maps/contrib/105655798859272819178/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUNpMnVPRW1BRRAB,"Put in an order for chicken plus other items. Only got other items, and when I call the line is busy.",5 months ago,2021-04-11 19:51:04.478861,2.0,Jim Templin,7,0,https://www.google.com/maps/contrib/116252408262348175088/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUNpNHZ2RHJBRRAB,Awful. And the lady was rude,5 months ago,2021-04-11 19:51:04.481325,2.0,Tanya Simpson,0,0,https://www.google.com/maps/contrib/101412551767051248690/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSURVOUlPcEtREAE,If you want to wait forever even for bottle of coke... this is the best restaurant..... i would like to give minus star... they don't even deserve 1 star....,5 months ago,2021-04-11 19:51:04.483764,1.0,"yusuf buğra a,",22,0,https://www.google.com/maps/contrib/101965538786591260378/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUNpekpiOW5BRRAB,I had never previously ordered KFC delivery. Estimated time for delivery was 40 minutes. An hour and a half later the food had not arrived. Service staff were rude and not helpful when calling to enquire as to the status of the order. Ended up cancelling the order. Poor experience overall.,5 months ago,2021-04-11 19:51:04.486239,1.0,Jason Pushee,6,0,https://www.google.com/maps/contrib/108569290912254197300/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSURDajhfUmNBEAE,Got my order quickly and correctly.,5 months ago,2021-04-11 19:51:10.859551,5.0,Barb Gott,34,0,https://www.google.com/maps/contrib/108704003916156967299/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSURDbThHMjh3RRAB,Rahman the girl on front was so rude . She told me to wait 2 minutes and I believe her 10 minutes are equal to 2 minutes. And i told her to make my sandwiches to spicy but she gave me normal. Came all the way on 400 to stop on this place. Oh man!!! Don’t come over here.,5 months ago,2021-04-11 19:51:10.862021,1.0,Rohit Kumar,10,0,https://www.google.com/maps/contrib/100841945997987641376/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSURDNDVYbkx3EAE,Meal arrived an hour and a half after ordering.   Food was cold and missing the drink.  Won't be ordering from them again.  Now I understand why they are no longer with Skip the dishes,6 months ago,2021-04-11 19:51:10.864500,1.0,Katherine Urry,6,0,https://www.google.com/maps/contrib/110264034429728054579/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSURDalllcUZBEAE,,6 months ago,2021-04-11 19:51:10.867362,3.0,David Burton,0,0,https://www.google.com/maps/contrib/109745129774420399353/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSURDa2FUV193RRAB,Nicer then the other one in Barrie.,6 months ago,2021-04-11 19:51:10.870110,5.0,Kevin Wells,0,0,https://www.google.com/maps/contrib/114892200494401210568/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSURDN3FINkZBEAE,,6 months ago,2021-04-11 19:51:10.872878,1.0,Amy Courser,0,0,https://www.google.com/maps/contrib/107946803895247663617/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSURDNXEtWHN3RRAB,It was closed,6 months ago,2021-04-11 19:51:10.875962,1.0,Greg Warren,0,0,https://www.google.com/maps/contrib/105487993791007339143/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSURDd291WUVnEAE,,6 months ago,2021-04-11 19:51:10.878621,4.0,Andrew O'Neill,10,0,https://www.google.com/maps/contrib/111722674271921431262/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUM4LXBtZW5nRRAB,RIDICULOUS SERVICE Wish I would have been able to give 000  Customer service: 00/05 (rude behavior) Food: 00/05 (oily and cold) Speed of drive through: 00/05,6 months ago,2021-04-11 19:51:10.881160,1.0,Nitin Golani,0,0,https://www.google.com/maps/contrib/112419531711286503780/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSURDbkpMTUZREAE,"Very Mismanaged and Untrained Front Staff. Not worth giving even one star. Getting your food amongst 10 other customers patiently waiting for a good portion of the hour, felt like winning a lottery, when receiving their order. How is it …",6 months ago,2021-04-11 19:51:10.883804,1.0,Jashank Vyas,0,0,https://www.google.com/maps/contrib/102986913472362881614/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSURDN0lQWXFRRRAB,I don’t how this place is still running..they messed with my whole order..some burgers missing sauces.no taste of KFC..no cutlery’s with sides.. is this real KFC because i haveing doubt,6 months ago,2021-04-11 19:51:17.322194,1.0,Prabhjot Singh,0,0,https://www.google.com/maps/contrib/114624599921460683034/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSURDNUxiT3JnRRAB,So happy about the veggie options! They're pretty decent too. I love having more options as a vegetarian. I hadn't been in a KFC for years before going vegetarian and now I've been twice this month.,6 months ago,2021-04-11 19:51:17.324775,4.0,Andrea Piitz,0,0,https://www.google.com/maps/contrib/102285796376792658960/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSURDcEpmSW13RRAB,"Oil , oil, oil, nothing like coffee time on wilson and dufferin thats clean food.",6 months ago,2021-04-11 19:51:17.327279,1.0,F Abounassar,0,0,https://www.google.com/maps/contrib/110751507385372058873/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSURDeE5tV0NREAE,Had to ask for sauce at the window then again after checking I got none. Had to ask for my drink after she handed the food and assumed that was all. Paid for Cinnabon delights and didn’t get them or a fork for my macaroni. Not great..,6 months ago,2021-04-11 19:51:17.330058,1.0,Coolda Malley,1,0,https://www.google.com/maps/contrib/114449563010347300856/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSURDaFBXTldREAE,Cold service,6 months ago,2021-04-11 19:51:17.332858,3.0,Ozz,0,0,https://www.google.com/maps/contrib/116948677323639849294/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSURDa0plUlJREAE,,7 months ago,2021-04-11 19:51:17.335325,5.0,Katasha Garraway,0,0,https://www.google.com/maps/contrib/106829452668206233896/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSURDNEpxVFF3EAE,,7 months ago,2021-04-11 19:51:17.337788,4.0,Ehab Abdu,0,0,https://www.google.com/maps/contrib/113990587665344524197/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSUNDdjVXYldnEAE,,7 months ago,2021-04-11 19:51:17.340553,4.0,Michael Sullivan,0,0,https://www.google.com/maps/contrib/112154637196629472890/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSUNDNzR5eWZ3EAE,,7 months ago,2021-04-11 19:51:17.343689,1.0,Luke Thomson,0,0,https://www.google.com/maps/contrib/102654936915437143764/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUNDOTR1anBBRRAB,,7 months ago,2021-04-11 19:51:17.346365,4.0,R Esho,40,0,https://www.google.com/maps/contrib/102817000797094173845/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUNDMl82VjR3RRAB,"Due to covid 19 ,we cant eat inside . balance super",7 months ago,2021-04-11 19:51:23.814836,4.0,AkHil ShaJi,0,0,https://www.google.com/maps/contrib/107890085953720631110/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSUNDODk2UGNnEAE,,7 months ago,2021-04-11 19:51:23.817286,3.0,Will MacKinlay,5,0,https://www.google.com/maps/contrib/108091905420512588309/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSUNDazRxN0RBEAE,Can't understand person taking order and they forgot to put half my order in bags so had to go inside after going through drive through.,7 months ago,2021-04-11 19:51:23.819781,1.0,June Campbell,0,0,https://www.google.com/maps/contrib/110643003268486317848/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUNDZy1fOWhRRRAB,,7 months ago,2021-04-11 19:51:23.822420,3.0,Sloane Grey,0,0,https://www.google.com/maps/contrib/117333239187371620586/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUNDdmJxZ3J3RRAB,,7 months ago,2021-04-11 19:51:23.825492,5.0,Jen Weatherson,1,0,https://www.google.com/maps/contrib/109607418445167834112/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSUNDbWQ3OGR3EAE,Friendly service,7 months ago,2021-04-11 19:51:23.828258,3.0,Susan Laycock,0,0,https://www.google.com/maps/contrib/115237788633513618743/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUNDcWFiSjlRRRAB,,7 months ago,2021-04-11 19:51:23.830758,3.0,Cyndi stead,1,0,https://www.google.com/maps/contrib/110387770296113289028/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUNDb2VYUHBBRRAB,"Service was good, except when I asked for salt, this is what the clerk threw in the bag, about 50 packs of pepper, no salt. Monday Aug 24/2020",7 months ago,2021-04-11 19:51:23.833215,4.0,Hj Kaye,0,0,https://www.google.com/maps/contrib/104059249219570681353/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSUNDd2VfamZBEAE,The plant based chicken is amazing,7 months ago,2021-04-11 19:51:23.835688,5.0,Richard Gillis,0,0,https://www.google.com/maps/contrib/101805163994426437062/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUNDZ1ltc2lBRRAB,"- Very slow service - Not a single word was spoken to us from the card reader being handed to us to our food, window just closed on us - Handed warm Coca Cola, no ice, not cooled. - Coleslaw resembled a white lumpy soup  Not a good experience.",7 months ago,2021-04-11 19:51:23.838237,1.0,Sam Hopper,0,0,https://www.google.com/maps/contrib/100394424891553581966/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUNDbnFMTmhnRRAB,Ate food but could not use the washroom. Closed,7 months ago,2021-04-11 19:51:30.328700,1.0,Bert Ingram,2,0,https://www.google.com/maps/contrib/100223135184796143338/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSUNDcnQ2X05REAE,,7 months ago,2021-04-11 19:51:30.331169,4.0,David Trimble,0,0,https://www.google.com/maps/contrib/111043658001129420205/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUNDcnJTUnRRRRAB,Food was good but we couldn't sit in where every other restaurant let's you sit in now,7 months ago,2021-04-11 19:51:30.333682,3.0,Stephen Dolson,0,0,https://www.google.com/maps/contrib/101567016981763555987/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUNDanY2OHZnRRAB,"Wouldn't accept cash.  I have absolutely no problem with a business not accepting cash, but if your going to do that I expect to see a massive sign on the front door telling me you don't accept it. Don't make people wait in line only to find out at the till that they can't eat here and just wasted part of their lunch break.",7 months ago,2021-04-11 19:51:30.336188,1.0,B Finch,0,0,https://www.google.com/maps/contrib/109965067461333710999/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUNDdXBhMTRBRRAB,I like the taco bell in this particular place but the staff isn't really friendly.,7 months ago,2021-04-11 19:51:30.339214,3.0,Krista Crocker,0,0,https://www.google.com/maps/contrib/105442486821962252172/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSUNDNnBTcVBnEAE,Very dry chicken. Cold fries.,7 months ago,2021-04-11 19:51:30.341891,2.0,Angela Bland,0,0,https://www.google.com/maps/contrib/112313862468315749260/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSUNDMHVENVp3EAE,Tastes good but all the fried items were soggy and size is too small.,7 months ago,2021-04-11 19:51:30.344894,2.0,Mahakarsha Bhattacharya,0,0,https://www.google.com/maps/contrib/102807888612352481360/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUNDd296V2xBRRAB,"I ordered a delivery for 6:30 and when they delivered it at 6:30 I told the driver to take it back. After 4 phone calls, they didn't admit a mistake on their part but said they would deliver my order at 6:30 and it would be fresh. Well the …",7 months ago,2021-04-11 19:51:30.347682,1.0,gayle oschefski,0,0,https://www.google.com/maps/contrib/115897234369356967347/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUNDZ3R2azhRRRAB,Service was good and so was the food. There should be more than one person on cash to help out. We will be back when the KFC cravings return.,7 months ago,2021-04-11 19:51:30.350231,4.0,Steve Smalridge,39,0,https://www.google.com/maps/contrib/110938148967996544938/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUNDbk5fcDh3RRAB,,7 months ago,2021-04-11 19:51:30.352843,4.0,Anton Lim,0,0,https://www.google.com/maps/contrib/108941146801426786938/reviews?hl=en-CA,KFC
ChdDSUhNMG9nS0VJQ0FnSUNDck5LVnRBRRAB,Taco Bell and KFC says it all was what I craved,7 months ago,2021-04-11 19:51:36.942578,4.0,Alex Wersonig,76,0,https://www.google.com/maps/contrib/106264705230231410041/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSUNDck9qdk5BEAE,foods good but drive thru takes forever ive been mamy times where i wait 20 mims for 4 or 5 cars ahead of me,7 months ago,2021-04-11 19:51:36.945000,3.0,austin edwards,12,0,https://www.google.com/maps/contrib/114081829866513988771/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSUNDakxPaVNBEAE,Has to be the slowest restaurant in Ontario every time I go there  people are  screaming about their order and you wait forever… this time it took 25 minutes to make 5 soft tacos,7 months ago,2021-04-11 19:51:36.947613,1.0,kevin knapp,3,0,https://www.google.com/maps/contrib/110555471977315369005/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSUNDeExmVFJREAE,Slow service,8 months ago,2021-04-11 19:51:36.950394,3.0,Tim Brown,21,0,https://www.google.com/maps/contrib/111610247745375087986/reviews?hl=en-CA,KFC
ChZDSUhNMG9nS0VJQ0FnSUNDNk0zZ0lnEAE,You wait in the drive thru line for ever then they tell you that they are out of certain products,8 months ago,2021-04-11 19:51:36.953064,1.0,Chris Fryers,0,0,https://www.google.com/maps/contrib/105597746246256006755/reviews?hl=en-CA,KFC
